lifestyle_type_1,age_1,gender_1,sleep_time_1,wake_time_1,alarm_count_1,snooze_frequency_1,noise_sleep_tolerance_1,lights_off_time_1,study_hours_1,study_time_preference_1,silence_requirement_1,self_talking_study_1,academic_seriousness_1,cleanliness_score_1,organization_score_1,laundry_frequency_1,bed_making_habit_1,room_cleaning_frequency_1,bathing_frequency_1,towel_management_1,phone_call_frequency_1,late_night_calls_1,talkativeness_1,guest_frequency_1,overnight_guest_comfort_1,friendship_expectation_1,guest_timing_preference_1,privacy_preference_1,sharing_comfort_1,boundary_importance_1,unauthorized_usage_1,borrowing_frequency_1,independence_preference_1,fan_speed_preference_1,temperature_preference_1,entry_exit_noise_awareness_1,conflict_tolerance_1,conflict_style_1,criticism_response_1,emotional_stability_1,negativity_level_1,communication_respect_1,punctuality_1,adaptability_1,schedule_consistency_1,smoking_1,drinking_1,gaming_hours_1,music_frequency_1,music_volume_1,room_eating_habit_1,food_smell_tolerance_1,food_preference_1,gym_frequency_1,religious_practice_frequency_1,expense_responsibility_1,lifestyle_type_2,age_2,gender_2,sleep_time_2,wake_time_2,alarm_count_2,snooze_frequency_2,noise_sleep_tolerance_2,lights_off_time_2,study_hours_2,study_time_preference_2,silence_requirement_2,self_talking_study_2,academic_seriousness_2,cleanliness_score_2,organization_score_2,laundry_frequency_2,bed_making_habit_2,room_cleaning_frequency_2,bathing_frequency_2,towel_management_2,phone_call_frequency_2,late_night_calls_2,talkativeness_2,guest_frequency_2,overnight_guest_comfort_2,friendship_expectation_2,guest_timing_preference_2,privacy_preference_2,sharing_comfort_2,boundary_importance_2,unauthorized_usage_2,borrowing_frequency_2,independence_preference_2,fan_speed_preference_2,temperature_preference_2,entry_exit_noise_awareness_2,conflict_tolerance_2,conflict_style_2,criticism_response_2,emotional_stability_2,negativity_level_2,communication_respect_2,punctuality_2,adaptability_2,schedule_consistency_2,smoking_2,drinking_2,gaming_hours_2,music_frequency_2,music_volume_2,room_eating_habit_2,food_smell_tolerance_2,food_preference_2,gym_frequency_2,religious_practice_frequency_2,expense_responsibility_2,compatibility_score,sleep_time_diff,wake_time_diff,study_hours_diff,academic_seriousness_diff,cleanliness_score_diff,organization_score_diff,privacy_preference_diff,boundary_importance_diff,talkativeness_diff,friendship_expectation_diff,guest_frequency_diff,gaming_hours_diff,music_volume_diff,noise_sleep_tolerance_diff,schedule_consistency_diff,punctuality_diff,adaptability_diff,sleep_time_similarity,wake_time_similarity,study_hours_similarity,academic_seriousness_similarity,cleanliness_score_similarity,organization_score_similarity,privacy_preference_similarity,boundary_importance_similarity,talkativeness_similarity,friendship_expectation_similarity,guest_frequency_similarity,gaming_hours_similarity,music_volume_similarity,noise_sleep_tolerance_similarity,schedule_consistency_similarity,punctuality_similarity,adaptability_similarity,sleep_compatibility,work_compatibility,cleanliness_compatibility,social_compatibility,privacy_compatibility,routine_compatibility,behavioral_alignment_score
average,24,Female,0,8,4,3,4,0,5,Night,4,4,1,4,3,7,1,1,1,5,3,2,4,3,0,4,Evening,2,3,2,1,1,3,5,4,2,2,Direct,4,2,3,2,3,4,3,0,0,1,1,2,0,5,Vegetarian,1,2,3,average,19,Male,22,8,5,2,5,22,5,Afternoon,2,2,5,2,3,4,0,4,2,2,4,5,3,3,0,4,Afternoon,3,3,2,0,5,3,4,3,3,4,Aggressive,3,3,5,3,3,2,4,1,0,1,1,3,0,3,Non-Vegetarian,3,5,2,83.13,22,0,0,4,2,0,1,0,1,0,0,0,1,1,1,0,2,0.0,1.0,1.0,0.0,0.5,1.0,0.75,1.0,0.75,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.5,0.5,0.5,0.75,0.9166666666666666,0.875,0.75,0.7152777777777777
average,18,Female,22,9,2,3,1,22,2,Evening,3,5,3,3,3,2,1,2,1,2,1,1,4,3,0,3,Evening,3,3,4,1,5,3,4,1,2,2,Direct,4,3,2,5,2,3,3,1,0,4,2,1,1,2,Eggetarian,1,2,4,night_owl,23,Female,4,11,1,4,5,4,5,Night,5,5,4,4,3,7,1,6,3,5,1,1,2,3,0,4,Morning,4,4,4,1,3,3,1,1,2,3,Avoid,3,5,3,5,4,4,3,0,0,1,4,1,1,5,Vegetarian,0,2,3,65.23,18,2,3,1,1,0,1,0,2,1,0,3,0,4,0,2,1,0.0,0.8333333333333334,0.5,0.75,0.75,1.0,0.75,1.0,0.5,0.75,1.0,0.625,1.0,0.0,1.0,0.5,0.75,0.4166666666666667,0.625,0.875,0.75,0.875,0.75,0.7152777777777778
social,23,Male,1,9,5,3,5,1,1,Evening,5,5,4,2,3,6,1,7,2,1,3,5,4,4,1,5,Anytime,2,4,2,0,2,3,3,4,2,3,Direct,3,2,3,2,3,4,3,0,0,3,4,3,0,3,Eggetarian,3,4,4,disciplined,23,Female,21,5,4,1,1,21,6,Morning,5,2,4,5,4,4,0,2,1,5,5,1,4,1,1,2,Anytime,2,4,2,0,5,3,5,2,5,3,Complain,2,4,4,4,5,5,4,1,1,1,1,1,1,2,Non-Vegetarian,4,1,5,52.88,20,4,5,0,3,1,0,0,0,3,3,2,2,4,1,2,1,0.0,0.6666666666666667,0.16666666666666663,1.0,0.25,0.75,1.0,1.0,1.0,0.25,0.25,0.75,0.5,0.0,0.75,0.5,0.75,0.33333333333333337,0.5833333333333333,0.5,0.5,1.0,0.6666666666666666,0.5972222222222222
average,21,Female,0,8,1,2,5,0,4,Evening,5,4,1,4,4,3,1,6,2,5,1,1,3,3,1,2,Anytime,3,2,3,0,4,2,3,4,4,4,Avoid,5,2,5,2,3,4,4,0,0,4,2,3,1,4,Non-Vegetarian,1,2,4,night_owl,23,Female,1,10,5,1,5,1,2,Afternoon,5,5,5,2,3,5,0,7,2,5,1,1,4,2,0,3,Afternoon,2,4,4,1,1,4,5,3,3,4,Direct,5,2,3,5,2,3,1,0,0,3,1,1,0,3,Non-Vegetarian,1,2,3,72.77,1,2,2,4,2,1,1,1,1,1,1,1,2,0,3,1,1,0.9166666666666666,0.8333333333333334,0.6666666666666667,0.0,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.875,0.5,1.0,0.25,0.75,0.75,0.875,0.33333333333333337,0.625,0.75,0.75,0.5833333333333334,0.6527777777777778
disciplined,22,Female,22,5,4,3,2,22,5,Morning,3,3,2,5,5,5,0,6,3,4,3,3,4,1,0,3,Evening,4,4,2,0,1,3,5,4,5,2,Complain,4,5,4,4,2,4,4,1,0,1,4,4,1,4,Eggetarian,0,2,5,introvert,19,Male,24,8,4,4,5,24,2,Evening,3,4,3,4,5,3,0,4,1,1,5,3,2,1,0,1,Morning,4,3,5,1,4,5,4,3,2,3,Avoid,5,5,1,3,1,4,2,0,1,3,4,3,0,5,Eggetarian,0,5,2,67.66,2,3,3,1,1,0,0,3,2,2,0,2,1,3,2,1,0,0.8333333333333334,0.75,0.5,0.75,0.75,1.0,1.0,0.25,0.5,0.5,1.0,0.75,0.75,0.25,0.5,0.75,1.0,0.7916666666666667,0.625,0.875,0.6666666666666666,0.625,0.75,0.7222222222222223
gamer,24,Female,23,8,1,2,3,23,5,Evening,5,1,3,3,2,4,0,3,2,4,3,5,2,3,1,4,Afternoon,4,3,4,0,3,4,5,1,2,4,Aggressive,2,2,5,4,3,2,3,0,0,4,5,5,0,4,Eggetarian,2,5,2,fitness_focused,19,Female,22,8,5,1,2,22,4,Afternoon,5,3,3,2,2,6,1,2,1,3,4,1,2,2,1,3,Morning,4,2,3,1,5,2,1,5,3,4,Aggressive,5,5,1,4,4,5,4,0,0,2,2,5,1,4,Eggetarian,7,3,4,84.82,1,0,1,0,1,0,0,1,0,1,1,2,0,1,1,1,3,0.9166666666666666,1.0,0.8333333333333334,1.0,0.75,1.0,1.0,0.75,1.0,0.75,0.75,0.75,1.0,0.75,0.75,0.75,0.25,0.9583333333333333,0.9166666666666667,0.875,0.8333333333333334,0.875,0.5833333333333334,0.8402777777777778
fitness_focused,21,Female,23,8,4,2,1,23,4,Night,3,2,1,4,5,7,0,5,3,1,5,1,3,2,1,3,Evening,2,2,3,0,3,4,4,5,3,4,Complain,5,4,2,5,2,5,5,0,0,3,3,5,1,5,Eggetarian,5,1,4,disciplined,19,Male,22,7,4,2,2,22,3,Afternoon,3,5,1,4,4,7,0,1,1,3,1,3,3,2,1,4,Afternoon,2,4,3,0,1,2,3,2,5,4,Aggressive,2,4,5,5,4,5,5,1,0,0,3,3,0,4,Eggetarian,1,2,4,90.43,1,1,1,0,0,1,0,0,0,1,0,3,2,1,0,2,0,0.9166666666666666,0.9166666666666666,0.8333333333333334,1.0,1.0,0.75,1.0,1.0,1.0,0.75,1.0,0.625,0.5,0.75,1.0,0.5,1.0,0.9166666666666666,0.9166666666666667,0.875,0.9166666666666666,1.0,0.8333333333333334,0.9097222222222222
clean_freak,24,Female,22,7,5,1,4,22,2,Evening,5,1,3,4,5,2,1,5,3,2,2,1,4,3,1,4,Morning,4,3,5,0,4,2,2,3,4,3,Direct,5,4,1,5,5,3,4,0,0,4,2,4,1,3,Eggetarian,1,5,4,gamer,23,Male,23,7,5,4,3,23,4,Night,2,1,5,4,3,7,1,7,1,3,2,1,4,3,0,4,Anytime,2,4,2,1,5,2,2,5,3,4,Complain,5,4,4,3,3,4,2,1,1,7,5,3,1,2,Vegetarian,1,2,3,81.5,1,0,2,2,0,2,2,3,0,0,0,3,1,1,2,2,1,0.9166666666666666,1.0,0.6666666666666667,0.5,1.0,0.5,0.5,0.25,1.0,1.0,1.0,0.625,0.75,0.75,0.5,0.5,0.75,0.9583333333333333,0.5833333333333334,0.75,1.0,0.375,0.5833333333333334,0.7083333333333334
average,18,Female,1,6,3,5,4,1,2,Night,4,1,4,3,2,2,0,7,1,4,2,5,4,2,1,2,Afternoon,4,4,2,0,4,2,5,2,3,4,Complain,3,3,4,2,4,4,2,1,0,3,2,4,1,3,Vegetarian,1,5,4,gamer,21,Female,0,6,4,1,2,0,3,Afternoon,1,3,4,4,5,7,0,7,1,2,4,2,4,2,1,3,Morning,4,3,3,1,4,2,4,2,3,4,Avoid,3,4,4,3,1,2,1,0,0,4,4,5,1,4,Vegetarian,3,3,4,85.27,1,0,1,0,1,3,0,1,0,1,0,1,1,2,1,3,2,0.9166666666666666,1.0,0.8333333333333334,1.0,0.75,0.25,1.0,0.75,1.0,0.75,1.0,0.875,0.75,0.5,0.75,0.25,0.5,0.9583333333333333,0.9166666666666667,0.5,0.9166666666666666,0.875,0.5,0.7777777777777777
disciplined,24,Male,23,7,5,4,1,23,7,Morning,2,1,2,4,3,5,1,7,2,1,1,2,4,1,0,2,Evening,2,2,2,0,5,3,3,5,4,3,Direct,3,5,1,5,5,5,4,1,1,1,3,5,0,2,Eggetarian,0,2,4,introvert,24,Male,23,8,1,5,2,23,5,Evening,5,2,1,3,2,3,1,7,1,5,3,4,2,1,0,1,Evening,5,1,4,1,3,5,4,2,2,4,Avoid,5,3,5,4,1,2,3,0,1,1,1,1,1,5,Eggetarian,2,5,3,75.0,0,1,2,1,1,1,3,2,2,1,0,0,4,1,1,4,3,1.0,0.9166666666666666,0.6666666666666667,0.75,0.75,0.75,0.25,0.5,0.5,0.75,1.0,1.0,0.0,0.75,0.75,0.0,0.25,0.9583333333333333,0.7083333333333334,0.75,0.75,0.375,0.3333333333333333,0.6458333333333334
average,20,Male,22,6,4,5,4,22,4,Night,2,2,3,2,3,2,0,4,1,5,1,4,4,2,0,2,Morning,4,2,2,0,4,3,5,1,4,2,Direct,4,2,4,2,3,2,3,0,1,2,4,4,0,2,Vegetarian,2,1,4,gamer,18,Female,0,6,5,2,1,0,4,Evening,3,3,3,3,2,7,0,2,3,4,1,3,3,2,0,4,Anytime,2,2,4,0,1,2,4,4,4,3,Aggressive,4,3,4,3,2,4,3,1,0,7,4,3,0,5,Non-Vegetarian,1,4,3,73.46,22,0,0,0,1,1,2,2,1,2,0,5,1,3,0,1,2,0.0,1.0,1.0,1.0,0.75,0.75,0.5,0.5,0.75,0.5,1.0,0.375,0.75,0.25,1.0,0.75,0.5,0.5,1.0,0.75,0.75,0.5,0.75,0.7083333333333334
disciplined,21,Male,22,5,2,1,4,22,5,Night,1,2,1,5,4,6,0,1,1,5,5,4,3,2,0,3,Afternoon,4,3,2,0,3,3,5,5,4,4,Direct,2,5,4,5,4,5,5,1,1,0,2,5,0,3,Vegetarian,4,5,5,average,23,Male,0,6,2,4,1,0,2,Afternoon,4,5,4,2,1,3,0,3,1,5,1,4,3,3,0,2,Anytime,3,2,2,0,2,2,5,5,4,4,Avoid,3,2,3,3,1,2,2,0,0,3,4,4,0,2,Eggetarian,0,1,4,61.95,22,1,3,3,3,3,1,0,0,1,1,3,1,3,3,3,3,0.0,0.9166666666666666,0.5,0.25,0.25,0.25,0.75,1.0,1.0,0.75,0.75,0.625,0.75,0.25,0.25,0.25,0.25,0.4583333333333333,0.375,0.25,0.8333333333333334,0.875,0.25,0.5069444444444444
average,20,Male,0,9,3,2,3,0,4,Afternoon,3,1,5,4,3,5,0,2,2,4,3,5,2,3,0,2,Morning,3,3,3,0,2,4,3,2,4,3,Aggressive,5,3,3,3,2,4,4,0,1,4,4,3,0,3,Eggetarian,3,1,2,disciplined,21,Female,21,6,2,5,1,21,3,Morning,4,1,2,5,5,1,0,4,3,2,5,5,3,1,0,2,Afternoon,2,3,3,0,2,3,4,4,4,4,Complain,2,5,1,5,1,4,4,1,0,2,2,1,0,4,Eggetarian,0,1,5,75.4,21,3,1,3,1,2,1,0,1,0,2,2,2,2,0,1,0,0.0,0.75,0.8333333333333334,0.25,0.75,0.5,0.75,1.0,0.75,1.0,0.5,0.75,0.5,0.5,1.0,0.75,1.0,0.375,0.5416666666666667,0.625,0.75,0.875,0.9166666666666666,0.6805555555555557
average,18,Male,0,6,2,3,5,0,2,Night,2,1,1,4,5,4,0,3,1,2,2,4,2,3,0,2,Evening,4,2,4,0,2,3,2,3,4,4,Complain,5,3,1,5,3,4,2,0,0,4,4,5,1,5,Vegetarian,4,2,4,gamer,22,Female,22,8,1,4,1,22,5,Evening,4,5,5,2,3,1,0,5,2,4,3,1,4,3,0,4,Morning,3,4,3,0,1,4,3,1,2,4,Avoid,4,3,5,3,5,3,3,1,0,7,4,2,0,3,Eggetarian,1,1,2,62.35,22,2,3,4,2,2,1,1,2,2,0,3,3,4,1,2,1,0.0,0.8333333333333334,0.5,0.0,0.5,0.5,0.75,0.75,0.5,0.5,1.0,0.625,0.25,0.0,0.75,0.5,0.75,0.4166666666666667,0.25,0.5,0.6666666666666666,0.75,0.6666666666666666,0.5416666666666666
gamer,22,Male,0,9,5,2,5,0,2,Night,5,4,5,4,4,5,0,4,2,1,4,1,4,2,0,3,Afternoon,2,2,2,0,1,3,1,4,2,4,Avoid,4,3,1,2,4,4,2,0,0,8,5,1,1,2,Non-Vegetarian,1,2,4,average,21,Male,23,9,3,4,5,23,3,Afternoon,1,4,4,4,4,6,0,1,2,4,1,5,2,2,0,3,Anytime,3,4,4,0,1,4,1,5,3,4,Aggressive,4,3,5,4,5,2,3,1,0,4,2,3,0,5,Non-Vegetarian,0,3,4,85.42,23,0,1,1,0,0,1,2,2,0,0,4,2,0,1,1,2,0.0,1.0,0.8333333333333334,0.75,1.0,1.0,0.75,0.5,0.5,1.0,1.0,0.5,0.5,1.0,0.75,0.75,0.5,0.5,0.7916666666666667,1.0,0.8333333333333334,0.625,0.6666666666666666,0.7361111111111112
introvert,21,Male,22,8,1,1,4,22,4,Afternoon,4,5,5,3,3,4,0,7,3,4,2,3,2,1,0,1,Morning,5,3,5,0,3,5,3,5,4,4,Avoid,2,4,1,4,1,2,3,0,0,1,3,2,0,2,Eggetarian,1,2,3,clean_freak,24,Male,22,7,5,1,1,22,4,Night,1,4,5,4,3,4,1,5,3,5,1,4,2,2,0,4,Anytime,5,2,4,0,5,3,2,5,4,2,Direct,4,3,5,5,1,3,3,1,0,3,1,3,0,3,Vegetarian,2,3,3,80.46,0,1,0,0,1,0,0,1,0,3,1,2,1,3,0,0,1,1.0,0.9166666666666666,1.0,1.0,0.75,1.0,1.0,0.75,1.0,0.25,0.75,0.75,0.75,0.25,1.0,1.0,0.75,0.9583333333333333,1.0,0.875,0.6666666666666666,0.875,0.9166666666666666,0.8819444444444445
disciplined,18,Female,21,6,5,2,5,21,7,Afternoon,1,4,4,5,5,7,1,7,2,4,2,3,3,2,0,2,Afternoon,2,4,2,0,2,2,5,1,4,4,Complain,4,4,3,4,2,4,5,1,0,1,2,5,1,3,Non-Vegetarian,0,4,4,disciplined,22,Female,21,6,4,4,1,21,7,Night,5,5,5,5,5,5,0,5,1,4,3,4,4,2,1,3,Evening,2,2,4,0,1,2,3,3,4,4,Complain,5,4,4,5,3,5,5,0,1,0,2,2,1,2,Eggetarian,0,3,4,85.86,0,0,0,1,0,0,0,2,1,1,0,1,3,4,0,1,1,1.0,1.0,1.0,0.75,1.0,1.0,1.0,0.5,0.75,0.75,1.0,0.875,0.25,0.0,1.0,0.75,0.75,1.0,0.875,1.0,0.8333333333333334,0.75,0.8333333333333334,0.8819444444444445
disciplined,23,Female,21,7,1,4,2,21,5,Morning,5,3,1,5,5,4,1,7,2,1,1,1,2,2,1,2,Evening,4,2,4,0,1,2,4,2,5,4,Direct,5,4,4,4,2,5,4,1,0,1,1,5,0,5,Vegetarian,1,2,5,social,23,Female,1,7,2,2,3,1,4,Afternoon,1,4,4,3,2,2,1,1,1,1,5,3,5,4,1,5,Afternoon,2,4,2,0,5,3,3,2,4,5,Direct,3,2,1,4,3,3,3,0,1,3,5,4,1,5,Vegetarian,2,3,4,61.9,20,0,1,3,2,3,2,2,3,3,2,2,1,1,1,1,2,0.0,1.0,0.8333333333333334,0.25,0.5,0.25,0.5,0.5,0.25,0.25,0.5,0.75,0.75,0.75,0.75,0.75,0.5,0.5,0.5416666666666667,0.375,0.3333333333333333,0.5,0.6666666666666666,0.4861111111111111
average,22,Male,22,7,5,1,5,22,5,Evening,3,1,4,4,4,4,1,1,3,3,4,3,3,2,0,2,Evening,4,4,2,0,1,3,5,4,2,2,Avoid,4,3,3,2,1,3,2,1,0,1,3,3,1,2,Non-Vegetarian,2,2,2,disciplined,18,Female,21,6,5,2,5,21,7,Afternoon,1,4,4,5,5,7,1,7,2,4,2,3,3,2,0,2,Afternoon,2,4,2,0,2,2,5,1,4,4,Complain,4,4,3,4,2,4,5,1,0,1,2,5,1,3,Non-Vegetarian,0,4,4,80.26,1,1,2,0,1,1,2,0,0,0,0,0,2,0,3,1,1,0.9166666666666666,0.9166666666666666,0.6666666666666667,1.0,0.75,0.75,0.5,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.25,0.75,0.75,0.9166666666666666,0.8333333333333334,0.75,1.0,0.75,0.5833333333333334,0.8055555555555555
average,19,Male,1,9,4,3,4,1,2,Afternoon,2,1,1,4,3,5,0,4,3,1,4,3,3,2,0,4,Afternoon,2,2,3,0,5,3,1,5,3,3,Avoid,3,2,2,2,4,3,2,0,0,4,3,4,1,5,Vegetarian,3,2,4,average,18,Female,0,7,3,4,5,0,4,Evening,2,4,4,2,2,6,1,3,2,3,4,2,4,2,0,2,Evening,2,4,3,1,2,2,2,4,2,2,Aggressive,5,3,5,4,4,3,3,0,0,1,2,1,0,4,Non-Vegetarian,0,4,4,76.64,1,2,2,3,2,1,0,0,1,2,0,3,3,1,1,0,0,0.9166666666666666,0.8333333333333334,0.6666666666666667,0.25,0.5,0.75,1.0,1.0,0.75,0.5,1.0,0.625,0.25,0.75,0.75,1.0,1.0,0.875,0.45833333333333337,0.625,0.75,1.0,0.9166666666666666,0.7708333333333334
average,24,Female,1,7,4,1,5,1,2,Night,5,4,5,2,3,5,0,6,1,1,4,5,4,3,1,3,Afternoon,3,3,3,0,4,2,2,4,4,4,Complain,4,3,2,3,5,4,3,0,1,2,2,5,1,2,Non-Vegetarian,4,4,4,fitness_focused,21,Female,23,6,2,1,2,23,4,Afternoon,4,3,2,3,3,6,1,7,3,1,4,5,3,2,1,3,Afternoon,3,2,2,0,5,3,3,3,3,2,Direct,5,5,2,5,3,5,5,0,0,2,2,1,0,3,Vegetarian,5,4,5,75.69,22,1,2,3,1,0,0,1,1,0,1,0,4,3,2,2,1,0.0,0.9166666666666666,0.6666666666666667,0.25,0.75,1.0,1.0,0.75,0.75,1.0,0.75,1.0,0.0,0.25,0.5,0.5,0.75,0.4583333333333333,0.45833333333333337,0.875,0.8333333333333334,0.875,0.5833333333333334,0.6805555555555555
night_owl,24,Female,4,11,5,3,2,4,5,Morning,1,3,4,3,2,6,0,1,1,1,1,4,4,2,0,3,Evening,2,3,4,0,1,4,5,4,3,2,Complain,5,5,5,4,5,3,3,0,0,4,1,4,1,4,Non-Vegetarian,3,4,2,average,20,Female,22,9,5,5,3,22,5,Morning,3,3,1,3,4,6,0,4,2,4,5,5,2,3,0,3,Evening,3,4,2,0,5,3,4,3,2,4,Avoid,2,3,4,3,4,2,3,0,0,3,4,1,1,2,Non-Vegetarian,4,2,4,80.41,18,2,0,3,0,2,1,2,2,0,1,1,3,1,0,1,1,0.0,0.8333333333333334,1.0,0.25,1.0,0.5,0.75,0.5,0.5,1.0,0.75,0.875,0.25,0.75,1.0,0.75,0.75,0.4166666666666667,0.625,0.75,0.75,0.625,0.8333333333333334,0.6666666666666666
gamer,18,Female,0,6,5,2,1,0,4,Evening,3,3,3,3,2,7,0,2,3,4,1,3,3,2,0,4,Anytime,2,2,4,0,1,2,4,4,4,3,Aggressive,4,3,4,3,2,4,3,1,0,7,4,3,0,5,Non-Vegetarian,1,4,3,gamer,19,Male,1,9,5,3,5,1,2,Morning,5,3,3,2,2,4,0,4,1,3,5,2,4,2,1,4,Afternoon,2,3,2,0,5,3,4,1,2,3,Complain,3,2,2,2,1,4,2,0,1,5,4,4,0,4,Eggetarian,4,4,2,75.69,1,3,2,0,1,0,0,2,1,0,0,2,1,4,1,1,0,0.9166666666666666,0.75,0.6666666666666667,1.0,0.75,1.0,1.0,0.5,0.75,1.0,1.0,0.75,0.75,0.0,0.75,0.75,1.0,0.8333333333333333,0.8333333333333334,0.875,0.9166666666666666,0.75,0.8333333333333334,0.8402777777777777
disciplined,22,Female,23,7,1,2,1,23,3,Night,3,2,3,5,5,2,1,1,3,3,5,5,2,2,0,3,Morning,2,4,2,0,3,2,4,2,4,2,Avoid,5,4,2,4,3,4,4,1,0,1,2,4,0,5,Eggetarian,4,4,5,disciplined,23,Female,21,5,4,1,1,21,6,Morning,5,2,4,5,4,4,0,2,1,5,5,1,4,1,1,2,Anytime,2,4,2,0,5,3,5,2,5,3,Complain,2,4,4,4,5,5,4,1,1,1,1,1,1,2,Non-Vegetarian,4,1,5,84.23,2,2,3,1,0,1,0,0,2,1,1,0,3,0,0,2,1,0.8333333333333334,0.8333333333333334,0.5,0.75,1.0,0.75,1.0,1.0,0.5,0.75,0.75,1.0,0.25,1.0,1.0,0.5,0.75,0.8333333333333334,0.625,0.875,0.6666666666666666,1.0,0.75,0.7916666666666666
night_owl,20,Female,4,8,4,2,3,4,6,Night,1,4,1,3,3,7,0,7,2,4,1,2,2,3,0,3,Evening,2,2,3,0,1,2,4,2,4,4,Direct,5,5,1,4,4,2,2,1,1,1,3,2,0,4,Non-Vegetarian,0,2,2,fitness_focused,18,Female,23,8,3,4,4,23,4,Evening,3,3,5,3,3,1,1,7,2,2,3,3,3,2,0,4,Afternoon,2,3,4,1,3,2,2,3,2,3,Avoid,5,5,2,5,4,5,4,0,0,3,2,2,1,3,Eggetarian,7,1,4,77.68,19,0,2,4,0,0,0,1,1,1,1,2,0,1,2,0,3,0.0,1.0,0.6666666666666667,0.0,1.0,1.0,1.0,0.75,0.75,0.75,0.75,0.75,1.0,0.75,0.5,1.0,0.25,0.5,0.33333333333333337,1.0,0.75,0.875,0.5833333333333334,0.6736111111111112
clean_freak,20,Male,23,7,1,3,3,23,5,Night,2,3,4,2,1,7,0,1,3,1,3,2,2,3,1,2,Evening,5,3,5,0,4,3,5,3,5,3,Avoid,5,4,2,4,2,4,2,0,0,4,1,2,1,2,Eggetarian,2,2,2,fitness_focused,22,Male,22,6,3,2,3,22,5,Night,2,4,1,4,3,2,0,3,2,1,2,2,2,3,0,4,Afternoon,2,4,4,0,1,3,2,3,2,3,Aggressive,3,5,3,5,4,4,4,0,0,4,2,3,0,5,Non-Vegetarian,6,4,5,76.49,1,1,0,3,2,2,3,1,0,2,0,0,1,0,2,2,0,0.9166666666666666,0.9166666666666666,1.0,0.25,0.5,0.5,0.25,0.75,1.0,0.5,1.0,1.0,0.75,1.0,0.5,0.5,1.0,0.9166666666666666,0.625,0.5,0.8333333333333334,0.5,0.6666666666666666,0.6736111111111112
night_owl,21,Male,1,9,4,3,3,1,6,Morning,1,3,4,2,2,3,1,5,3,3,4,2,4,3,1,3,Afternoon,2,3,4,0,2,2,4,1,3,3,Direct,2,3,4,5,5,2,3,0,0,3,2,3,0,5,Vegetarian,1,4,4,gamer,20,Male,0,8,3,4,1,0,3,Evening,1,4,5,4,3,4,0,1,3,3,2,5,2,2,1,4,Evening,4,4,3,1,5,4,5,2,4,4,Direct,4,3,4,3,4,2,2,1,1,5,5,4,0,2,Vegetarian,4,5,4,66.67,1,1,3,1,2,1,2,1,2,1,1,2,1,2,1,1,0,0.9166666666666666,0.9166666666666666,0.5,0.75,0.5,0.75,0.5,0.75,0.5,0.75,0.75,0.75,0.75,0.5,0.75,0.75,1.0,0.9166666666666666,0.625,0.625,0.6666666666666666,0.625,0.8333333333333334,0.7152777777777777
night_owl,19,Male,1,8,1,1,4,1,4,Morning,2,1,4,2,2,5,1,1,1,1,5,1,3,3,1,2,Anytime,2,4,4,0,4,3,4,4,4,4,Direct,4,2,4,4,5,2,1,0,0,1,2,5,0,4,Non-Vegetarian,3,4,4,average,18,Male,1,9,4,2,3,1,3,Evening,5,2,5,2,3,5,0,1,2,5,4,2,4,3,1,3,Morning,4,3,4,0,2,3,4,5,2,4,Avoid,2,5,1,2,4,4,4,0,0,4,4,1,1,5,Vegetarian,0,5,2,76.84,0,1,1,1,0,1,2,0,1,1,0,3,4,1,3,1,2,1.0,0.9166666666666666,0.8333333333333334,0.75,1.0,0.75,0.5,1.0,0.75,0.75,1.0,0.625,0.0,0.75,0.25,0.75,0.5,0.9583333333333333,0.7916666666666667,0.875,0.8333333333333334,0.75,0.5,0.7847222222222223
social,20,Male,23,7,5,4,1,23,4,Night,3,2,2,4,3,1,1,3,2,2,2,5,4,4,1,5,Anytime,1,4,2,0,4,2,3,3,2,5,Direct,3,2,3,2,4,3,2,0,1,1,4,5,0,3,Eggetarian,0,2,3,disciplined,21,Male,22,6,2,4,1,22,5,Afternoon,5,5,5,5,5,6,1,6,1,5,1,2,2,2,1,3,Afternoon,3,2,2,0,3,3,2,3,4,2,Aggressive,2,4,2,4,4,4,5,0,0,2,4,3,1,2,Eggetarian,0,3,5,69.0,1,1,1,3,1,2,2,0,2,2,2,1,2,0,3,0,1,0.9166666666666666,0.9166666666666666,0.8333333333333334,0.25,0.75,0.5,0.5,1.0,0.5,0.5,0.5,0.875,0.5,1.0,0.25,1.0,0.75,0.9166666666666666,0.5416666666666667,0.625,0.5,0.75,0.6666666666666666,0.6666666666666666
